title,date,link,content
"
Waziri Nchemba aita wawekezaji kutoka Ufaransa
","Jumatano , 18th Mei , 2022",https://www.eatv.tv/news/current-affairs/waziri-nchemba-aita-wawekezaji-kutoka-ufaransa,"  Waziri wa Fedha na Mipango, Dkt. Mwigulu Lameck Nchemba, ametoa wito kwa Shirikisho la Wafanyabiashara wa Sekta Binafsi kutoka Ufaransa (MEDEF) na Taasisi ya Biashara ya Ufaransa, kuwekeza nchini katika sekta mbalimbali ikiwemo kilimo cha mafuta ya kula.  Waziri wa Fedha na Mipango, Dkt. Mwigulu Lameck Nchemba, akizungumza wakati wa mkutano na Ujumbe wa Shirikisho la Wafanyabiashara wa Sekta Binafsi kutoka Ufaransa (MEDEF) na Taasisi ya Biashara ya Ufaransa, uliofanyika jijini Dar es Salaam. Kushoto ni Makamu Mwenyekiti wa ujumbe huo Bw. Bw. Gerard Wolf. Dkt. Nchemba ametoa rai hiyo jijini Dar es Salaam, alipokuna na kufanya mazungumzo na ujumbe wa Shirikisho hilo unaouhusisha kampuni 41 uliopo nchini kwa mwaliko wa Mhe. Samia Suluhu Hassan, Rais wa Jamhuri ya Muungano wa Tanzania, alioutoa wakati wa ziara yake aliyoifanya nchini Ufaransa hivi karibuni. Dkt. Nchemba alisema kuwa nchi inakabiliwa na uhaba wa mafuta ya kula kutokana na uzalishaji mdogo wa alizeti na mawese pamoja na athari za vita baina ya Urusi na Ukraine, vilivyosababisha bei ya mafuta kupaa na kwamba Serikali iko tayari kuwapa ardhi kwa ajili ya kilimo hicho.    “Kwa kuzingatia hali iliyotokea duniani baada ya uviko 19 na haya ambayo yanaendelea ya mzozo wa nchi mbili, Urusi na Ukrein, ambao ni wazalishaji wakubwa wa mafuta ya kula; nitoe wito kwa wawekezaji kuwa Tanzania inaweza kulisha dunia kwa suala la mafuta ya kula mkiwekeza kwenye eneo hilo” alisema Dkt. Nchemba Alisema kuwa kuna mikoa zaidi ya nane inayofaa kwa uzalishaji wa mafuta ya alizeti na mikoa mingine zaidi ya minne inayofaa kwa kilimo cha mawese na kuwaalika wawekezaji hao kuchangamkia fursa hiyo ili kutosheleza soko la ndani na kuilisha dunia. “Nchi ambazo zinazalisha sana mafuta ya kula, ukizilinganisha kwa fursa, hazijaifikia Tanzania; kwa hiyo tunachohitaji ni uwekezaji ili tuweze kufidia pengo lililopo katika dunia kwa sasa la upatikanaji wa mafuta ya kula” alisisitiza Mhe. Dkt. Nchemba. Alitoa wito kwa wawekezaji hao kutoka Ufaransa kushirikiana na  kukutana na sekta binafsi ya Tanzania ili kungalia maeneo ya kuwekeza pia kwa pamoja na kwamba Serikali iko tayari kutoa ushirikiano wa kila hali ili kufaninikisha uwekezaji wao katika sekta mbalimbali walizojipanga kuja kuwekeza. “Sisi Wizara ya Fedha na Mipango tumeifanyikazi changamoto ya utozaji kodi mara mbili na suala hilo liko hatua za mwisho za maamuzi, na tutatekeleza nyenzo ya blue print ili kutengeneza mazingira bora ya uwekezaji na kufanyia biashara; tunawahakikishia kwamba tutashirikiana na sekta binafsi kwa sababu sekta hiyo ndio injini ya kukua kwa uchumi” aliongeza Dkt. Nchemba. Dkt. Nchemba, alisisitiza kuwa wawekezaji kutoka Ufaransa na kwingineko wanakaribishwa kuwekeza hapa nchini katika sekta mbalimbali kwa sababu kuna fursa nyingi za uwekezaji katika kilimo lakini pia katika sekta nyingine kama vile ujenzi wa miundombinu, maliasili, bandari, uvuvi na usafirishaji na kwamba kuna soko la uhakika hapa nchini, Afrika Mashariki na nchi za SADC, hatua itakayo saidia pia kukuza ajira kwa vijana. Naye Balozi wa Tanzania nchini Ufaransa aliyeambatana na ujumbe huo, Mhe. Samuel Shelukindo, alisema kuwa wawekezaji hao wameona fursa kubwa ya kuwekeza katika nyanja mbalimbali na kwamba wako tayari kuwashawishi wawekezaji wengine kuja kutafuta fursa hiyo ikiwemo sekta ya kilimo cha uzalishaji wa mafuta ya kula.  “Mhe Rais Samia Suluhu Hassan, alifanya ziara ya kikazi nchini Ufaransa tarehe 10 hadi 14 mwezi Februari mwaka huu na alikutana na wafanya biashara na wawekezaji ambapo katika mazungumzo yao aliwakaribisha Tanzania ili waangalie maeneo ya uwekezaji na kufanya biashara. Ujumbe huu mkubwa wa takribani makampuni 40 wamekuja kwa ajili ya kuitikia wito huo” alisema Mhe. Balozi Shelukindo. Kwa Upande wa Makamu Mwenyekiti wa Ujumbe wa Shirikisho la Wafanyabiashara wa Sekta Binafsi ya Ufaransa (MEDEF) na Taasisi ya Biashara ya Ufaransa, Bw. Gerard Wolf, alisema  wamekuwa na mazungumzo na Mawaziri wa Sekta mbalimbali na kwamba wako tayari kuwekeza katika sekta mbalimbali nchini Tanzania likiwemo eneo la uchumi wa bluu, sekta ambayo alisema wamefanikiwa kwa kiasi kikubwa nchini kwao. Alizitaja sekta nyingine ambazo Shirikisho hilo limevutiwa nazo kuja kuwekeza kuwa ni nishati, maji, ujenzi wa miundombinu, teknolojia ya habari na mawasiliano pamoja na kilimo na kuahidi kuwa watapeleka ujumbe kwa kampuni nyingine zaidi ili zije kuwekeza kwenye kilimo cha alizeti na michikichi. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Mbwa anayetegua mabomu Ukraine atunukiwa tuzo
","Jumanne , 10th Mei , 2022",https://www.eatv.tv/news/current-affairs/mbwa-anayetegua-mabomu-ukraine-atunukiwa-tuzo,"  Rais wa Ukraine Vladimir Zelensky amemtunukia tuzo ya heshima ya Rais mbwa aliyepewa jina la Pattern kwa huduma zake tangu uvamivi wa Urusi.  Mbwa huyo alibaini marundo zaidi ya 200 ya nyaya zinazohusishwa na vipulizi, na mwezi April alitajwa kugundua mabomu zaidi ya 90. ""Ninataka kuwatunuku mashujaa hawa wa Kiukreni ambao tayari wanasafisha ardhi yetu."" alisema Rais huyo Amesema  mbwa huyo sio tu anasaidia kubaini vilipuzi, lakini pia hufundisha watoto  kanuni muhimu za usalama katika maeneo ambayo kuna hatari.
	Sherehe ya tuzo hiyo pia ilihudhuriwa pia na Waziri Mkuu wa Canada Justin Trudeau Rais Zelensky alikabidhi medali kwa mbwa huyo na mmiliki wake My Hello Ilyo. Mbwa huyo mdogo kiumbo amekuwa maarfu nchini chini ya kitengo cha usalama tangu uvamizi wa Urusi,
	  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Hizi ndio bei mpya za nauli zilizotangazwa
","Jumamosi , 30th Apr , 2022",https://www.eatv.tv/news/current-affairs/hizi-ndio-bei-mpya-za-nauli-zilizotangazwa,"  Mamlaka ya udhibiti wa usafiri Ardhini LATRA imetangaza viwango vipya vya bei ya nauli za daladala na mabasi ya mikoani huku nauli ya daladala kwa wanafunzi ndio nauli iliyobaki kama ilivyokuwa.  Akitangaza viwango hivyo Mkurugenzi wa LATRA Gillard Ngewe amebainisha kuwa viwango hivyo vipya vya nauli vitaanza kutumika May 14, 2022, huku nauli iliyokuwa shilingi 400 ikiongeka na kuwa shilingi 500. Ngewe amefafanua kuwa kwa sasa umbali wa Kilometa 0 – Kilometa 10 nauli yake ilikuwa shilingi 400 sasa hivi itakuwa shilingi 500, umbali wa Kilometa 15 nauli kwa sasa itakuwa shilingi 550, umbali wa Kilometa 20 nauli itakuwa shilingi 600, Kilometa 25 Nauli itakuwa shilingi 700 na kwa Kilometa 30 nauli itakuwa shilingi 850. Haya yanajiri katika kipindi hiki ambapo bei ya mafuta imepanda, huku sababu kubwa ikitajwa kuwa vita inayoendelea kati ya Urusi na Ukraine, inayoathiri pia uchumi wa dunia. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Wanajeshi 23, 000 wa Urusi wauawa
","Ijumaa , 29th Apr , 2022",https://www.eatv.tv/news/current-affairs/wanajeshi-23-000-wa-urusi-wauawa,"  Wizara ya Ulinzi ya Ukraine imedai kwamba jumla ya wanajeshi 23, 000 wa Urusi wamepoteza maisha tangu vita kati ya nchi hizo mbili ianze.  Baadhi ya uharibifu uliotokana na vita kati ya Urusi na Ukraine Aidha Ukraine imesema kwamba mpaka sasa jeshi lake limekwishaharibu mizinga 986, magari 2,418 ya kivita, mifumo 435 ya makombora, ndege 189, meli 8 pamoja na helikopta 155 za Urusi. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Makusanyo ya madini yaongezeka kwa asilimia 2.5
","Ijumaa , 29th Apr , 2022",https://www.eatv.tv/news/business/makusanyo-ya-madini-yaongezeka-kwa-asilimia-25,"  Madini yenye thamani ya Shilingi trilioni 6.439 yalizalishwa na kuuzwa nchini katika kipindi cha Julai 2021 hadi Machi 22, 2022, hii ni kwa mujibu wa ripoti ya Waziri wa Madini Dkt. Dotto Biteko wakati akiwasilisha mapendekezo ya Bajeti ya wizara mwaka wa fedha 2022/2023 Bungeni, Dodoma.  Pichani ni dhahabu, madini yanayochimbwa Tanzania Waziri wa madini Dkt. Dotto Biteko ambaye pia ni mbunge wa jimbo la Bukombe mkoani Geita, amesema kuwa katika kipindi cha Mwezi Julai 2021 na Machi, 2022, shilingi bilioni 429.19 zilikusanywa kama malipo ya mrabaha na ada ya ukaguzi kutoka kwenye madini mbalimbali yaliyochimbwa nchini Tanzania. Katika mchanganuo wake, kulirekodiwa Kilogramu 39,682.94 za dhahabu, karati 155,117.10 za almasi, Kilogramu 15,377.44 za Tanzanite ghafi, na Tani 956,688.08 za makaa ya mawe miongoni mwa aina nyingine za madini yaliyopo nchini. Hata hivyo, Waziri Biteko amefafanua kwamba, makusanyo hayo ni ongezeko la asilimia 2.5 ikilinganishwa na Sh bilioni 418.7 zilizokusanywa katika kipindi kama hicho kwa mwaka 2020/2021. Aidha, Waziri Biteko amesema changamoto ya vita kati ya Urusi na Ukraine inaweza kuchochea mahitaji makubwa ya madini ya dhahabu ulimwenguni na kuongeza kwamba Uchumi wa madini nchini kwa kiasi kikubwa unatokana na madini ya dhahabu, ambayo huchangia takribani asilimia 80 ya mapato yatokanayo na rasilimali madini.  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Rasmi: Ukraine yafuta msimu wa ligi kuu 2021/22
","Jumatano , 27th Apr , 2022",https://www.eatv.tv/news/sport/rasmi-ukraine-yafuta-msimu-wa-ligi-kuu-202122,"  Msimu wa Ligi Kuu ya soka nchini Ukraine umetangazwa kusimamishwa rasmi leo hii kwa sababu ya machafuko ya kivita yanayoendelea nchini humo.  (kikosi cha Dynamo kyiv kikiwa kimebeba ujumbe wa kupinga vita) Michuano hiyo haikurejea baada ya mapumziko ya miezi mitatu ya msimu wa baridi wa mwezi Desemba ambayo ilitarajiwa kuendelea mwezi huu wa april, lakini sasa haitaendelea tena kufuatia uvamizi wa Urusi dhidi ya Ukraine. Shakhtar Donetsk ndio walikuwa kileleni mwa ligi hiyo wakiwa na pointi 47, ikiwa ni pointi mbili mbele ya Dynamo Kyiv waliokua nafasi ya pili na lama 45 wakati ligi hiyo inakwenda mapumziko kwa ajili ya kujiandaa na mzunguko wa mwisho wa michezo ya ligi hiyo, Taarifa kupitia kwenye tovuti ya shirikisho la soka nchini ukraine ilisema kwamba Msimamo wa ligi hiyo UPL ulioishia tarehe 24 Februari 2022 ndio utakuwa msimamo wa mwisho wa msimu huu na hakuna washindi watakaotunukiwa zawadi. Taarifa hiyo pia ilithibitisha kuwa tume maalum imeundwa kujadili kama kutakua na uwezekano wa kuwepo kwa msimu ujao w aligi hiyo. Shakhtar Donetsk na Dynamo Kyiv, ambao wanashikilia mataji 29 ya ligi soka nchini Ukraine, hivi karibuni wamecheza michezo ya kirafiki kutafuta fedha za kuwasaidia watu walioathiriwa na mapigano ya kivita yanayoendelea nchini ukraiane. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Warusi wasicheze Wimbledon-Stakhovsky 
","Jumapili , 24th Apr , 2022",https://www.eatv.tv/news/sport/warusi-wasicheze-wimbledon-stakhovsky,"  Nyota wa zamani wa tennis kutoka nchini Ukraine, Sergiy Stakhovsky ameunga mkono uamuzi wa waandaji wa mashindano ya wazi ya  Wimbledon kuwazuia wachezaji kutoka  nchi za Urusi na Belarus kupinga uvamizi wa Urusi kwa nchi ya Ukraine.   (Nyota wa tennis Sergiy Stakhovsky) Stakhovsky mwenye umri wa miaka 36, aliachana na mchezo wa tennis mwaka huu kwa ajili ya kujiunga na jeshi la Ukraine kupinga uvamizi wa Urusi kwa nchi hiyo huku kwenye mchezo huo akijivunia kushika nafasi ya 31 kwa viwango vya ubora duniani baada ya kumfunga nyota kutoka Uswizi Roger Federer kwenye mashindano ya wazi ya Wimbledon yaliyofanyika mwaka 2013 "" siwezi sema ni uamuzi wa kufurahisha lakini ni jambo ambalo linabidi kufanyiwa kazi, mwanzoni wa wiki mbili za uvamizi nilikuwa napinga lakini tangu vikosi vya Urusi vivamie maeneo yetu wamekuwa wakifanya vitendo vya udhalilishaji, ubakaji,na uonevu ,kwa sasa nina mawazo tofauti kabisa na naona ni bora wafungiwe “amesema Stakhovsky Bado mashirikisho ya tennis ya ATP na WTA wanaendelea na vikao kuamua uamuzi gani wa kuchukua dhidi ya waandaaji wa mashindano ya Wimbledon huku tetesi zikisema kuna uwezekano mkubwa wa kupunguza alama kwenye mashindano hayo yanayotarajiwa kuanza mnamo June 27 na kumalizika July 10,2022. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Wimbledon kuwapiga chini Urusi na Belarus
","Jumatano , 20th Apr , 2022",https://www.eatv.tv/news/sport/wimbledon-kuwapiga-chini-urusi-na-belarus,"  Wachezaji wa Tennis wa nchi za Urusi na Belarus watakutana na rungu la kupigwa marufuku kushiri Mashindano ya Ubingwa ya wimbledon kutokana na uvamizi wa kivita nchini Ukraine.  (Mchezaji wa Tennis namba 2 kwa ubora duniani Raia wa Urusi Daniil Medvedev) Wimbledon imeonyesha kuwa tayari kuthibitisha kufungiwa kwa wachezaji wote kutoka nchi za Urusi na Belarus kutoshiriki Mashindano ya msimu huu wa majira ya joto kutokana na ukatili wa kivita unaoendelea nchini Ukraine, ambako matumaini ya mazungumzo ya amani yanaonekana kufifia. Kamati kuu ya vilabu vyote vya mchezo wa Tennis vya England inaonekana kufikia uamuzi wa kuchua hatua hiyo kwa haraka zaidi kabla ya mkutano na waandishi wa habari wa kila mwaka uliopangwa kufanyika wiki ijayo, ambapo taarifa hiyo ndio lilipaswa kutolewa.  (Mcheza Tennis namba 4 kwa wanawake duniani Aryna Sabalenka wa Belarus) Ziara za WTA na ATP zimearifiwa kwamba wachezaji wake bora watapigwa marufuku kushiriki katika mashindano ya SW19 na taarifa zinasema uamuzi huo uko karibu kupitishwa, huku mchezaji nambari 2 kwa ubora duniani kwa upande wa wanaume Daniil Medvedev na mchezaji nambari 4 kwa ubora duniani upande wa wananwake Aryna Sabalenka wakiwa miongoni mwa nyota watano (5) kati ya 40 bora wa mchezo huo watakaofungiwa, lakini Medvedev atakua ndiye mchezaji wa hadhi ya juu zaidi kuathiriwa na maamuzi hayo. Vyombo mbalimbali vya hahari vya kimataifa vimearifu kwamba Urusi na Belarus zitazuiwa na kusimamishwa, Ingawa siku zote ilikuwa inafahamika kuwepo kwa uwezekano wa kufungiwa nchi yoyote itakayokuwa na uvunjivu wa amani. Wimbledon imefanya maamuzi haya mapema kabla ya tarehe yake ya kuanza mashindano ya Juni 27 na ikiwa ni mapema zaidi kuliko ilivyotarajiwa, kuzingatia misukosuko iliyotokea kabla ya michuano ya Australian Open mwaka huu, ambayo ilijaribu kurekebisha sheria juu ya wachezaji ambao hawaja chanjwa chanjo ya Covid-19 kutoruhusiwa kucheza kama kilichotokea kwa Novak Djokovic kuondolewa mashindanoni. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Hatuna silaha bora - Rais Zelensky
","Jumatano , 20th Apr , 2022",https://www.eatv.tv/news/current-affairs/hatuna-silaha-bora-rais-zelensky,"  Rais wa Ukraine Volodymyr Zelensky, amesema kuwa endapo nchi yake ingekuwa inamiliki silaha bora zaidi ikilinganishwa na zile za Urusi, basi wangekuwa tayari wamekwishamaliza vita nchini humo.  Rais wa Ukraine Volodymyr Zelensky Rais Zelensky alisema hayo katika mahojiano yake na majadiliano na viongozi wa mataifa yaliopiga hatua kubwa kidemokrasia na kuongeza kwamba iwapo Taifa lake lingefanikiwa kupata silaha hizo ambazo wameahidiwa wiki zijazo, zingesaidia kuokoa maisha ya maelfu ya watu. ""Hatma ya makumi ya maelfu ya wakaazi wa Mariupol ambao walipelekwa katika maeneo yanayodhibitiwa na Urusi haijulikani"", amesema Zelensky. Rais ameongeza kwamba uwezo wa mashambulizi ya Urusi katika maeneo ya Kharkiv, Donbasna Dnipropetrovsk umeongezekana hata kulenga makaazi ya raia. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Benki ya Dunia kuipiga jeki Tanzania
","Jumanne , 19th Apr , 2022",https://www.eatv.tv/news/current-affairs/benki-ya-dunia-kuipiga-jeki-tanzania,"  Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba, ameishukuru Benki ya Dunia kwa kuahidi kuisaidia Tanzania kukabiliana na athari za kiuchumi zinazotokana na madhara ya UVIKO-19 na vita vinavyoendelea baina ya Urusi na Ukraine.  Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba Dkt. Nchemba amesema hayo baada ya kukutana na kufanya mazungumzo na Makamu wa Rais wa Benki ya Dunia, anayesimamia nchi za Kanda ya Mashariki na Kusini mwa Afrika, Dkt. Hafez Ghanem, wakati wa Mikutano ya Kipupwe ya Benki ya Dunia na Shirika la Fedha la Kimataifa (IMF), inayoendelea Jijini Washington DC, Marekani. Alimweleza Kiongozi huyo kwamba Tanzania inafanya kila njia kuhakikisha kuwa uchumi wake ulioathiriwa na matukio hayo unarejea katika hali ya kawaida kwa kutafuta rasilimali fedha na kuzielekeza kwenye sekta zitakazochochea ukuaji wa uchumi ikiwemo kilimo, na kuimarisha sekta binafsi. ‘Tumepokea taarifa ya namna Benki ya Dunia na Shirika la Fedha la Kimataifa (IMF) linavyokusudia kufufua uchumi wetu kwa kuwekeza kwenye sekta za uzalishaji ikiwemo kilimo, mifugo na uvuvi pamoja na kuisaidia sekta binafsi hususan wajasiriamali wakiwemo wamachinga” alisema Dkt. Nchemba. Dkt. Nchemba alisema kuwa Wizara ya Fedha na Mipango kwa kushirikiana na wataalam wa Benki ya Dunia, IMF na Benki ya Maendeleo ya Afrika, watakutana ili kupitia maeneo ambayo yanahitaji kufanyiwa kazi ili utekelezaji wa miradi hiyo ianze mwaka mpya wa fedha 2022/2023. “Tuna maeneo yanayohitaji uangalizi wa karibu yakiwemo ya mfumuko wa bei, kupanda kwa bei za bidhaa ambayo ni muhimu kwa wananchi wetu na yanahitaji Serikali ipunguze kodi na fidia ya fedha hizo zinatakiwa zipatikane kutoka kwenye vyanzo vingine, kama tunavyoendelea na mijadala hii” Aliongeza Dkt. Nchemba. Kwa upande wake, Makamu wa Rais wa Benki ya Dunia, anayesimamia nchi za Kanda ya Mashariki na Kusini mwa Afrika, Dkt. Hafez Ghanem, alipongeza mabadiliko makubwa ya kisera na kiuchumi yanayoendelea nchini Tanzania, ambayo anaamini yatasaidia kukuza uchumi wa nchi na wananchi wake. Aliahidi kuwa Benki yake itaisaidia Tanzania, Pamoja na nchi nyingine za Afrika kukabiliana na athari za majanga ya ugonjwa wa Uviko na Athari za Vita vya Ukraine na Urusi vilivyosababisha kupanda kwa bei za bidhaa zikiwemo bei za mafuta na vyakula duniani kote. Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba yuko nchini Marekani akiongoza Ujumbe wa Tanzania kwenye mikutano ya Kipupwe ya Benki ya Dunia na Shirika la Fedha la Kimataifa – IMF, ambayo imewakutanisha Magavana wa Taasisi hiyo, mashirika yasiyo ya kiserikali na sekta binafsi ambapo dhima kubwa ya mwaka huu ni kuchambua na kutoa mapendekezo ya namna ya kufufua uchumi wa nchi ulioathiriwa na matukio hayo.
	  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Boris apigwa marufuku kukanyaga Urusi
","Jumamosi , 16th Apr , 2022",https://www.eatv.tv/news/current-affairs/boris-apigwa-marufuku-kukanyaga-urusi,"  Ikiwa ni siku chache baada ya kuzuru Ukraine na kuzungumza na Rais wa Ukraine, Urusi imetangaza kumzuia Waziri Mkuu wa Uingereza Boris Johnson kuingia nchini humo kutokana na msimamo wake wa uhasama kuhusu vita vya Ukraine.  Wazari Mkuu wa Uingereza, Boris Johnson alipoitembelea Ukraine Akitoa taarifa hiyo leo Aprili 16, 2022, waziri wa mambo ya nje wa Urusi Liz Truss amesema kuwa Waziri Mkuu wa zamani Theresa May na waziri wa kwanza wa Scotland Nicola Sturgeon ni miongoni mwa raia wa Uingereza na wanasiasa kadhaa waliozuiwa kuingia nchini Urusi. 
	Hatua hii imechukuliwa kwa kuzingatia hatua ya uhasama isiyo isiyo ya kawaida ya Serikali ya Uingereza, hasusani kuweka vikwazo dhidi ya Maaafisa Wakuu wa Urusi na kusema Urusi itaongeza orodha hiyo hivi karibuni. 
	Hadi sasa, tayari Urusi imemzuia Rais wa Marekani Joe Biden na maafisa wengine wengi wa Marekani kuingia nchini humo tangu vita yake na Ukraine ilipoanza.  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Afrika Kusini yamshutumu balozi wa Ukraine
","Alhamisi , 14th Apr , 2022",https://www.eatv.tv/news/current-affairs/afrika-kusini-yamshutumu-balozi-wa-ukraine,"  Afrika Kusini imemshutumu Balozi wa Ukraine nchini humo kwa kufanya mambo yasiyo ya kidiplomasia
Balozi huyo anasemakana kutumia mtandao wake wa Twitter kuomba kuonana na Rais wa nchi hiyo Cyril Ramaphosa, jambo ambalo Mamlaka za Afrika kusini zimesema ni kutafuta taharuki kwa umma.  Ameeleza anataka kuonana na  Cyril Ramaphosa kuzungumzia juu ya Vita vinavyowndelea nchini mwake huko mashariki mwa ulaya. 
	Balozi  Liubov Abravitova amesema kuwa amelazimika kutumia mtandao wa Twitter kuomba kuonana na Rais baada ya mmalaka za nchi hiyo kumnyima kuonananae mara kadhaaa alipoomba wakutane. 
	Kupitia mtandao wa Twitter Balozi huyo amesema “Toka Urusi ivamie nchi yangu, sijaruhusiwa kabisa kuonana na Rais ama mawaziri wa Afrika Kusini, Watu wangu wanashambuliwa Sana na majeshi ya Russia"" Balozi  Abravitova ameandika. 
	Lakini Clayson Monyela, mmoja wa maafisa wa ngazi za juu ndani ya wizara ya mambo ya nje  nchini Afrika Kusini, amekana shutuma hizo na kusema kuwa Balozi huyo alishapewa nafasi ya kuonana na baadhi ya maafisa wa serikali. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
